type,filename,log_hf_ratio,tail_70,tail_80,tail_90,spectral_slope,ela_std,n_freq
REAL,real_00658.jpg,-3.4019021340326523,-6.669896528500378,-3.2866927614016785,-0.6101993502704658,-5.7088922233301505,1.4322389620818572,419
REAL,real_00403.jpg,-3.6337709509705602,-5.709111861967312,-5.122942853678939,-1.5653723752077269,-4.158603669424915,2.2659441483259193,419
REAL,real_00768.jpg,-4.099714554702357,-4.70854574549659,-3.6737938522931057,-1.6462313376470457,-4.659355177380279,1.41545565112715,419
REAL,real_00493.jpg,-3.664977973996171,-6.650719972267711,-6.118146551249523,-6.659114431599509,-4.297124888477989,1.5859056190745753,419
REAL,real_00070.jpg,-3.450326653808571,-4.975319726136623,-4.105756551582333,-1.5378240778602474,-3.6593501871790712,1.4973324865419078,419
REAL,real_00313.jpg,-4.226873851042423,-4.480480007557387,-2.784430967879366,-3.4577340912329686,-5.3187694459336825,0.8185984903931457,419
REAL,real_00140.jpg,-3.01404123894706,-6.888778224672608,-6.854568819863873,-5.197787731099014,-3.7666637142717985,2.662127768775186,419
REAL,real_00672.jpg,-3.0317460824136924,-5.086352851238445,-4.687916592063065,-2.3929687501336243,-3.0154155924531283,2.009522376670129,419
REAL,real_00955.jpg,-3.6416774337748503,-5.584859984517053,-4.267350600188926,-0.9480649783394255,-4.243388386111307,1.6391996052433349,419
REAL,real_00012.jpg,-3.50945964657351,-6.337225474359017,-5.508348879784236,-4.354036657121615,-4.169345789623962,1.9102159078326817,419
REAL,real_00303.jpg,-4.155100977940778,-4.764955916124284,-2.5688740936398213,2.7470019546284754,-4.9645805331703,1.177355748613335,419
REAL,real_00740.jpg,-2.869861828138722,-5.711949779802644,-5.1621692276347675,-6.0589302825422315,-3.155252287876587,1.9893664183471045,419
REAL,real_01054.jpg,-3.5821801858229616,-6.3002927207003925,-5.272998439369046,-4.430277835799812,-4.568958194410093,1.886168947728437,419
REAL,real_00407.jpg,-3.5565907577709313,-5.098097098520443,-4.15866162200107,-3.5798140123866773,-3.443519914746171,1.3131498848656233,419
REAL,real_00330.jpg,-3.9398264515513612,-5.318835869056473,-3.4605031584281245,-1.5884189589735191,-5.40781779989026,0.9001123683833788,419
REAL,real_00968.jpg,-3.58303585519226,-5.294244844860996,-4.239713087484279,-3.001402386860933,-3.8804082639357014,1.313296147007738,419
REAL,real_00730.jpg,-3.5912457123678116,-6.349788352147248,-5.6121106371518374,-6.880156690114871,-4.202625715489812,1.4179102474928131,419
REAL,real_00243.jpg,-3.8747843741914894,-5.2121360771034855,-3.6592864958960933,-4.030053893027338,-3.9847619757499757,1.0479278110735324,419
REAL,real_01022.jpg,-3.7051445303818342,-4.611387753785605,-3.5030128819051263,-0.22616627413257598,-5.464848550398784,1.5985319212484224,419
REAL,real_00396.jpg,-3.7950116909646954,-5.858921827320031,-5.257657780857773,-6.421141537136803,-4.456398243067389,1.3252036878453735,419
REAL,real_00953.jpg,-3.6401686090304484,-5.882608108679179,-4.578159880187536,-2.2038797156286085,-4.4894583410337825,1.458748369956585,419
REAL,real_00062.jpg,-4.075144804746216,-5.544476688424404,-4.236035425471082,-3.0571042681506024,-5.097585102288935,0.9975865157344358,419
REAL,real_00940.jpg,-3.87735183070964,-6.20494686396416,-4.323754730612804,-4.8584113074677955,-5.4120064635424985,1.8728997208716263,419
REAL,real_00517.jpg,-4.0158044537993165,-5.284926528530844,-3.4241019865874707,-2.1512766704026633,-5.010543596977447,0.8298996259728131,419
REAL,real_00265.jpg,-4.457875900980377,-2.961659235257229,-1.1623363024251865,-2.8953039922024475,-4.751355299637347,0.7418418866255997,419
REAL,real_00368.jpg,-4.0875486493535025,-5.024994321952373,-2.889476011738584,-3.456181797716115,-5.999435605769675,1.3116226913029168,419
REAL,real_00536.jpg,-3.847902478672535,-6.451234665297049,-5.595991498158947,-4.713293390550977,-4.1842175293570145,1.2881287055589778,419
REAL,real_00329.jpg,-4.06334142633099,-5.896708771210709,-3.5449469858878917,-0.5695114291867327,-5.172378353434859,1.338915046929236,419
REAL,real_00177.jpg,-3.4755122917328456,-5.160524340590941,-4.329291838990902,-1.4875078819012169,-2.9079036584934115,1.3431988010702933,419
REAL,real_00231.jpg,-4.303781713232973,-5.902130346314253,-4.998213307670647,-3.1466727436423483,-5.531349747852271,1.2854536478299432,419
REAL,real_00891.jpg,-4.140616296281323,-5.979005563391657,-5.268867846282367,-4.058723656748422,-4.592669969375367,1.0775075948092294,419
REAL,real_00376.jpg,-3.1810421018753936,-6.642799096176749,-5.781121708148349,-3.9697700665533904,-4.704495543871485,2.393229393116904,419
REAL,real_00735.jpg,-2.9924508725850503,-5.220876747131087,-5.116120041895565,-4.221703378877303,-3.102144298096777,1.649007118371377,419
REAL,real_00220.jpg,-4.339549977247653,-2.0107576729369483,-0.2839679974898537,-0.08343779026068883,-4.799983095075419,0.6147787520652549,419
REAL,real_00107.jpg,-3.1812968035584954,-5.492121202522985,-4.395512181661974,-3.118094662787571,-3.5016902837164663,1.5601346583946671,419
REAL,real_00358.jpg,-3.043626793799176,-5.496017612876981,-5.548565681568818,-7.447013038891109,-3.412531617256268,1.88149470623428,419
REAL,real_00349.jpg,-3.6700615064789996,-5.748670393189513,-4.887021728806809,-2.5804117771169865,-4.375559075028295,1.141718562660576,419
REAL,real_00101.jpg,-4.289956650762201,-3.19834648809828,-1.7001410269988133,-2.68498009955336,-5.465567714533816,0.7779041052964285,419
REAL,real_00047.jpg,-3.492129730052949,-6.056464333342558,-5.517082579042406,-4.601270140527713,-4.2699601207755915,1.7422027804407791,419
REAL,real_00135.jpg,-3.9068558925401375,-4.622463550884068,-3.5807570373370745,-4.358571408556732,-4.704721301659191,0.9982403070215179,419
REAL,real_00763.jpg,-3.367833984120513,-5.698885977854963,-4.990904703803064,-4.267041033528358,-3.1916101469869727,1.5784144329525047,419
REAL,real_00075.jpg,-2.9158106258770267,-4.852978004860724,-4.095766704522589,-0.9071567273006949,-3.2635425982587978,1.7854891183946946,419
REAL,real_00522.jpg,-3.6428748674910034,-6.214272300995152,-5.118159746684898,-5.668400364997833,-4.02382362432319,1.3250565859875951,419
REAL,real_00132.jpg,-3.270313224207694,-6.6089234006005615,-5.722347507654916,-4.836194071233837,-3.80961580359947,2.1369789258738074,419
REAL,real_01042.jpg,-3.073781818019669,-4.11774265138008,-2.7206257980369877,3.5838250274805667,-3.156392008414983,1.7809511754973284,419
REAL,real_00163.jpg,-4.0378704582985385,-4.949376618653984,-4.829867620842833,-6.189658741338885,-5.634112436244407,1.1404936241683643,419
REAL,real_00126.jpg,-3.8521099757576844,-5.818676273572823,-4.500121711393358,-2.9598658504456647,-4.640370917003879,1.6201256010575724,419
REAL,real_01002.jpg,-4.009033683140808,-5.0915364625538615,-3.9998532410550074,-4.172586513435803,-4.9589483548396975,0.8618582937554695,419
REAL,real_00510.jpg,-4.34425734712905,-2.7060926453467324,-0.8967683458160058,-1.4645444415304254,-4.8087253046688785,1.0624145132683656,419
REAL,real_00680.jpg,-3.912115854237601,-3.4890862480386122,-1.4177720543926144,-0.5922759396874154,-5.6215773276672225,0.7282293961467146,419
REAL,real_00341.jpg,-3.948704679293336,-3.0339226199788687,-1.5607372419659562,-4.9071307998575096,-5.502442058071989,0.9140374499193725,419
REAL,real_00850.jpg,-3.4388162011287693,-5.549643059568644,-4.521582212306684,-1.98556560271287,-4.000364106654863,1.3036482083618737,419
REAL,real_00183.jpg,-3.863068556817344,-5.430558967435403,-4.187096188126999,-4.248997592268234,-5.419334958556311,0.9677380055168201,419
REAL,real_00171.jpg,-2.9748595469146304,-5.5696948806058675,-4.8667132141411695,-2.461005606760872,-3.492449106130189,1.854691468801333,419
REAL,real_00794.jpg,-4.097824729658191,-5.369892402190396,-4.161916744604121,-0.580458468124805,-4.812921148444355,1.0911105224769604,419
REAL,real_00960.jpg,-2.841650664864894,-5.343856407104942,-4.485532087180414,-0.3591776331476659,-3.0967504694891237,2.2615202484212262,419
REAL,real_00698.jpg,-4.1813360268716036,-5.04025790107027,-3.364048871476625,-0.03572597262653681,-5.230960299401111,1.1454102654026102,419
REAL,real_00417.jpg,-4.199147423356604,-4.425781513411846,-2.7744382560692573,-1.8511942841255176,-4.475160399587338,1.4488215059074527,419
REAL,real_00725.jpg,-2.9461521366723393,-4.235977031868575,-3.6373817998529474,0.5260119174266256,-3.3008731067516224,1.677774843260454,419
REAL,real_00507.jpg,-3.428922126297751,-4.293365099481759,-3.551305547162848,-1.214602293950598,-3.3245402526707384,1.4937410150216772,419
REAL,real_00963.jpg,-3.6051932792468246,-6.358078005553743,-5.273907807390557,-5.671858468907584,-4.496612607397187,1.6498073925053791,419
REAL,real_00912.jpg,-3.9795486133065956,-6.335671176863501,-5.774368867460551,-6.866985537194053,-4.669336382705373,1.2082742218605096,419
REAL,real_00291.jpg,-3.77940490449179,-6.525479512322273,-5.802487665193565,-3.2476531037990317,-4.955702625018562,1.4478812531122347,419
REAL,real_00899.jpg,-4.440682638571011,-3.4127890111939236,-1.382912401727171,-1.2790025128852966,-6.007890645177626,0.91049058586073,419
REAL,real_00212.jpg,-3.4874145043729317,-6.466108187560233,-5.4076657694829215,-3.871902975462247,-4.254755918880096,1.4875984719754625,419
REAL,real_00430.jpg,-3.7956708075693864,-5.814457455159306,-4.515259996443531,-3.2919689530294347,-4.6720263155629915,1.3507840502239823,419
REAL,real_00716.jpg,-3.5364543409787887,-6.110008789068594,-4.76805852132817,-2.51468850239903,-3.833992998963779,1.5106732060755887,419
REAL,real_00404.jpg,-3.601744971094867,-4.962553548151069,-3.7113836655195,-3.2996774772891704,-4.517784803866908,1.7083538816700559,419
REAL,real_00611.jpg,-3.626032224666688,-5.658375750184021,-4.618743187860676,-2.8720927709459465,-4.053398391968017,1.3377796051100581,419
REAL,real_00051.jpg,-3.229008654780751,-5.635702697193467,-5.141728743469971,-1.2029791783979442,-3.5881431346471655,1.7990631899632163,419
REAL,real_00646.jpg,-4.534439339391776,-3.0856878643026566,-1.3629030042811467,-1.1378677758770952,-4.803187577511777,0.7065284207890832,419
REAL,real_00314.jpg,-3.179956057463645,-4.922641341544012,-4.156448256929609,-2.61891666240002,-2.8709571820840534,1.654849124018226,419
REAL,real_01023.jpg,-4.038743200288695,-4.162920469014419,-2.2940787718987967,-1.9020115120399554,-5.281449102435695,0.8907827700674695,419
REAL,real_00316.jpg,-3.948143270369308,-5.268910736205768,-3.7682152594635565,-2.1195876257424726,-4.791984111371872,0.9072255361573179,419
REAL,real_00235.jpg,-2.7918920458681327,-6.683619411396802,-5.234692953520493,-3.4372782798607644,-3.104086778802098,1.8025440669135653,419
REAL,real_00241.jpg,-3.7427161778072557,-5.694157406019122,-4.978099459728361,-3.6467585291657794,-4.412320667637775,1.9615915269704522,419
REAL,real_00610.jpg,-4.353137226744178,-2.5898970882617878,-1.2777169231119165,-3.8988044637895802,-4.953450025103632,0.7266234734774984,419
REAL,real_00564.jpg,-3.413838849213823,-8.804928089676498,-5.180824369590526,-1.9871810616588073,-3.4272162672340163,1.454531180673734,419
REAL,real_00613.jpg,-2.4840943888201776,-2.3927520691488158,-2.249701885003527,-2.3628246504991295,-1.885888710964766,2.0219466497081764,419
REAL,real_00678.jpg,-2.975127454868161,-6.776184108381246,-5.544708553896599,-2.7065960056803657,-3.454396455262347,1.6768516252630377,419
REAL,real_00781.jpg,-4.010692135417904,-6.364912722861155,-6.569564731227291,-5.305736690272169,-4.916515748192329,1.0680665004496286,419
REAL,real_00459.jpg,-4.272425827888299,-2.39011633522401,-0.3405329320268803,0.16416399720041885,-5.2008826968180175,0.6558906935707526,419
REAL,real_00504.jpg,-4.198822258448061,-6.0245426243601505,-5.706928642503026,-6.94137432754279,-6.080925632001791,1.0444404877715967,419
REAL,real_00449.jpg,-3.382166733780706,-4.227216285843493,-3.6547659598874302,-4.197170431170953,-3.3591007514791182,1.2529230078828746,419
REAL,real_00306.jpg,-3.868087137314773,-6.271139025090224,-5.894768677922389,-7.360518321543614,-5.240016460905251,1.1007941169417277,419
REAL,real_00787.jpg,-3.709231031372912,-5.899909494605766,-4.765330986836375,-2.679891708196726,-3.9394851142110534,1.3374258411796172,419
REAL,real_00688.jpg,-3.2466064844519837,-5.4559500869936635,-5.500896978483763,-8.087893280167687,-3.972783019165577,2.247602217286853,419
REAL,real_00257.jpg,-3.7422231266167993,-5.762279353077768,-4.793936163754841,-4.520574983309559,-4.234537900534042,1.2790252906790676,419
REAL,real_00023.jpg,-4.081257037748138,-6.026007716369253,-4.391739399176959,-1.1851729182471429,-4.6785647696403725,1.1984872654782552,419
REAL,real_01071.jpg,-3.4609323978754167,-5.145688232933741,-4.197043647606226,-5.120710743123981,-4.110718790924654,1.2829030389079952,419
REAL,real_00086.jpg,-3.160635688345413,-6.650472306572609,-6.395864055918475,-7.250738470176201,-3.41983504952455,1.5164453547296628,419
REAL,real_00357.jpg,-4.041087062814,-5.356045663984874,-5.083271110070165,-4.619581605880148,-4.736254550243836,1.128207329470787,419
REAL,real_00691.jpg,-3.1865415011715568,-3.934581204367472,-4.0160798719110895,-4.741389805018147,-1.9195073926632715,1.5875040875475281,419
REAL,real_00653.jpg,-3.2716430509616927,-6.039699361319074,-5.160377134406819,-1.0085687409376656,-3.5063458258454165,1.415457004134954,419
REAL,real_00454.jpg,-3.8088533900372203,-6.248190710217312,-5.782165776996474,-5.893542920830709,-5.107951137991917,1.2005320332917127,419
REAL,real_00288.jpg,-3.1642441628656712,-3.8839016111084654,-3.008313413657457,-0.527890031969138,-3.0482702908113284,1.5974633331690642,419
REAL,real_00761.jpg,-2.347676807482873,-4.441726423521201,-4.537957401553119,-3.3090626879865837,-2.3591276943108803,2.3018958263414873,419
REAL,real_00260.jpg,-4.078876036168249,-3.207425957365198,-1.7830599238846363,-3.129737228078064,-5.447652967136424,0.9544826598504799,419
REAL,real_00677.jpg,-4.070314059374308,-5.615694709110589,-3.6607657828567666,-1.246839998638648,-5.117125861169479,1.3146355946594255,419
REAL,real_00599.jpg,-3.4242855845696214,-5.904006071758564,-5.491968447878209,-4.9129529101924065,-3.9091576579930556,1.3809226098120502,419
REAL,real_01026.jpg,-2.5517488587408943,-5.222280766432718,-5.4610127164492885,-7.777145385096925,-2.0911415483374616,1.7252497411149639,419
REAL,real_01024.jpg,-3.7661171107043776,-5.557050407241018,-4.243472705615114,-2.6475513665433477,-5.203846832563116,0.9597904387880143,419
REAL,real_00009.jpg,-2.9355540643655633,-5.164095871306418,-4.758719926837429,-4.288886163562613,-3.340599918941229,2.4410245048470713,419
REAL,real_00180.jpg,-4.012204258995475,-5.237153613056607,-3.4376353117785867,-2.9484461956374464,-5.103751711397908,1.2358086611202654,419
REAL,real_00877.jpg,-3.948652380499389,-5.125738325334235,-4.108670518551431,-1.4316189374176895,-4.208243527993961,1.1856137793589139,419
REAL,real_00150.jpg,-2.5027705641980127,-4.483019273690557,-4.442989465929306,-2.433195420470016,-2.345680993350479,3.3620902260809906,419
REAL,real_00002.jpg,-3.2262996030029067,-4.719858885706112,-3.7398688020954682,-1.2538737857984603,-3.16546431424843,1.642225203274736,419
REAL,real_00648.jpg,-4.016206646455579,-5.0187237127318935,-3.273142682605583,-3.0589991792668974,-5.7154192521427225,1.0697809630412478,419
REAL,real_00801.jpg,-3.5766044265574544,-4.650132128324615,-3.9213191653376738,0.10345604261207018,-3.8092265017478746,1.4350288392352013,419
REAL,real_00215.jpg,-3.142062534455571,-7.194515279576175,-5.286175054676757,-1.558707095385073,-4.813634238833931,1.5999929625164053,419
REAL,real_00042.jpg,-3.787475455554939,-6.131906523861332,-4.916654265076104,-4.097284107677612,-5.066391716956384,1.2218967905381932,419
REAL,real_00326.jpg,-3.677369158692528,-5.8475063733146015,-4.189620789630994,-2.353306478176972,-4.564260857546457,1.2246698686745618,419
REAL,real_00869.jpg,-3.8083040935035983,-5.973918426392569,-5.416165759688069,-4.779892849520333,-4.002240721672607,1.2309681404728658,419
REAL,real_00851.jpg,-3.066818985282161,-5.25844163054112,-4.670768354117924,-2.1091076460186033,-2.803941475194517,1.7109825943778296,419
REAL,real_00203.jpg,-3.2877236544002795,-6.773796688192702,-5.746743843148199,-4.293060340107327,-4.037767123913041,1.6570790365006363,419
REAL,real_00388.jpg,-3.2402179379020017,-8.174229143261465,-10.725099074534445,-9.639241253543501,-4.60943904297147,1.2492094779188245,419
REAL,real_00551.jpg,-3.9406085662580104,-5.487841714509141,-4.176687861248556,-3.049049939365613,-5.080156310909045,0.9376305640971188,419
REAL,real_00251.jpg,-2.9681124341964047,-6.5153552490829485,-5.735335787227555,-5.145723620240726,-2.86929795724081,1.5038039388911897,419
REAL,real_00076.jpg,-3.3927433674198335,-5.078358060525828,-3.652530619233307,-1.8895098137937787,-3.874897253147383,1.3292913386000937,419
REAL,real_00965.jpg,-3.944532202867215,-5.795753649612294,-5.4438369000192415,-3.4598491419920547,-4.493990668677272,1.1262367595852651,419
REAL,real_00736.jpg,-3.532920688332756,-6.60970086852308,-4.740318362401082,-5.209270839118792,-5.197476824592751,1.5529067562742682,419
REAL,real_00692.jpg,-3.3474868651058514,-5.17133298927291,-4.676464234144045,-4.381792285808935,-2.9995568189689004,1.5030593466276505,419
REAL,real_00433.jpg,-3.065628878666044,-8.205249804150398,-8.637320217692654,-9.599846524760927,-4.017326650041164,1.6033596048682115,419
REAL,real_00664.jpg,-4.08638863927473,-4.023538214011956,-1.9328257090315206,0.47331966055387575,-4.777631932312913,0.7757835990692744,419
REAL,real_00591.jpg,-4.039763966286691,-4.049181447744416,-2.3215263574237213,-3.0970678555643607,-5.53445105390279,0.8915365308861396,419
REAL,real_00320.jpg,-3.3408839306307554,-6.220998822161857,-5.496297314144432,-5.413256987869911,-4.62933797389041,1.574270797780792,419
REAL,real_00857.jpg,-3.8269784370454984,-6.016251099643303,-4.594535816747123,-2.5753359709168415,-5.0053965204522735,1.046812545256985,419
REAL,real_00916.jpg,-4.258500502147212,-2.847850967780412,-1.259688642883608,-3.2285885977037148,-5.226039189862098,0.7910103445673894,419
REAL,real_00422.jpg,-2.923675758939856,-7.592297904368889,-7.048353326221952,-5.457404837894341,-4.174732913155755,2.502823534614133,419
REAL,real_00792.jpg,-3.880702220604221,-6.279550993856023,-4.67752537878048,-2.0909558146635288,-4.54941474752675,1.2011085944572257,419
REAL,real_00514.jpg,-3.868615060503631,-5.9082652257928165,-5.403201507632588,-3.009945476119315,-5.123628908469891,1.1446352247656666,419
REAL,real_00084.jpg,-3.5042177874340976,-7.484980929699252,-5.409915165721783,-0.7958776120259721,-3.9624481065170936,1.3283998076783134,419
REAL,real_00299.jpg,-4.461084995783108,-4.468001781290559,-3.5862647669946015,-3.226316480443568,-5.412232569318816,1.3936799984496813,419
REAL,real_00885.jpg,-3.586258891311806,-5.773234630523854,-4.6116273037339965,-5.4207739794226955,-4.80211118542871,1.2201234128500593,419
REAL,real_00179.jpg,-2.506592940733419,-6.5460427737254605,-5.785558384216447,-2.3695748074876977,-2.7612792284800407,2.049930399283318,419
REAL,real_00439.jpg,-3.740701637723735,-5.20491737106223,-4.504866829249364,-4.379525567960629,-4.0544463004214455,0.9694752371900436,419
REAL,real_01049.jpg,-4.382339803860814,-3.186299044244354,-1.48819750080741,-1.9876030555470376,-5.451760412111696,0.7242501025941811,419
REAL,real_00027.jpg,-3.7625613319626807,-4.853460993282255,-4.043517350577115,-2.237883411525463,-3.990912096014492,0.9603837575144276,419
REAL,real_00041.jpg,-2.9124898154817584,-3.5755634364076827,-3.870423030637485,-6.3469418181601345,-2.5439341348264466,1.7330818888837356,419
REAL,real_00997.jpg,-3.0590035975349257,-6.257891784120077,-5.019353766574389,-2.708698245150913,-5.108197871253797,1.931574723762068,419
REAL,real_00363.jpg,-3.584065305711663,-6.463573625224095,-5.597967257372083,-4.638725423058308,-4.749602233242275,1.4903757757246798,419
REAL,real_00374.jpg,-4.0030059407274745,-4.002338730712684,-2.0945000361216803,-2.0607609207815454,-5.23380356521679,0.7815952877265167,419
REAL,real_00182.jpg,-3.8862181937471543,-5.661878003530111,-5.040700959107215,-2.2427255705486266,-4.259890414636058,1.433575436450774,419
REAL,real_00031.jpg,-3.587370917366872,-6.056309650248694,-4.9879667049495575,-4.474953680827468,-4.081669277209114,1.3105305721007294,419
REAL,real_00175.jpg,-3.583770269653596,-3.078951437273336,-2.151876319295752,-0.7137083178542141,-2.661748563966202,1.3450539437958164,419
REAL,real_00292.jpg,-3.636842572763321,-4.992105263897658,-4.760187315261563,-2.546947690945205,-3.768221738181813,1.1933267087197867,419
REAL,real_00671.jpg,-2.825839723358587,-4.771738147024764,-4.249580571586296,-1.494437558809206,-2.9974857786750033,1.7933562821047222,419
REAL,real_00300.jpg,-4.108042851294623,-6.031249943196422,-5.260376694661154,-5.149978020652816,-5.645941699961507,1.7304718607627323,419
REAL,real_00497.jpg,-3.773931951465536,-5.795231971013587,-4.547435562189841,-2.205140499825256,-4.406772197000462,1.2645257667536671,419
REAL,real_00852.jpg,-3.9358117252991596,-6.051385129335952,-4.60705362216282,-2.733633349968076,-4.456385424063375,1.1754905198219838,419
REAL,real_00266.jpg,-4.071719564601383,-4.996740853123855,-3.567964389697849,-0.28452989549948815,-4.467674419696661,0.914051825701687,419
REAL,real_00425.jpg,-3.4294940241526746,-5.046391133498319,-4.185786155132652,-1.9264825190052097,-3.666509866478292,2.1043682634386656,419
REAL,real_00293.jpg,-4.003487572799882,-2.605927129727766,-0.7454346848301092,-2.7302175775087743,-5.619065470330164,0.7302958652032919,419
REAL,real_00431.jpg,-3.745749536816605,-6.033751661261928,-5.084730223823741,-3.3665943703112244,-5.335476761365582,1.4046669334358346,419
REAL,real_00129.jpg,-4.067253823680057,-5.647514125594866,-4.79378947781257,-5.64407728024532,-5.157448101654987,1.0144891385432484,419
REAL,real_00317.jpg,-3.6911623978853436,-6.006549753266369,-4.307522970137976,-3.088902563823548,-4.326329579421086,1.5246522404133773,419
REAL,real_01067.jpg,-3.954353896823188,-6.138022634069818,-5.271309031327799,-6.505140831253395,-5.653045419290678,1.176668784592444,419
REAL,real_00225.jpg,-3.817117727020977,-5.221436372952957,-3.9747861044608417,-4.167573596050567,-3.8045542804304113,1.190834225461297,419
REAL,real_00526.jpg,-3.714071041162901,-5.7291720124337875,-4.662307257934463,-3.7060086523132303,-4.630275073781795,1.273489139838536,419
REAL,real_00219.jpg,-3.5992734315571737,-6.068281436734784,-5.321310523054172,-3.2026212174036446,-4.6868903854555395,1.1680705775167683,419
